SOX2,ESRRB,UTF1,EPAS1,FOXQ1,KLF2,GATA4,SOX17,NR0B1,ZFP42,POU5F1,DNMT3A,TFCP2L1,TCF15,ELF3,NANOG,HMGA1,ETV5,CREB3L2,FOXH1,NFXL1,SOX7,TAX1BP3,TET1,JARID2,PEG3,ID2,RBPJ,KDM5B,EGR1,PARP1,BHLHE40,RUNX1,FOXA2,SNAI1,KLF6,BMP2,CREB3,CARHSP1,TGIF1,SIX1,RARG,ZBTB10,XBP1,ZFHX3,DNMT3B,RERE,MSC,TRP53,ZFP57,ZFP710,MYCN,BCL3,GATA6,HOPX,ID1,HNF1B,L3MBTL3,KLF3,DNMT3L,SMAD7,KLF10,TBX3,GLI1,FOXD3,ETV4,MYBL2,TEAD4,NFIL3,HMGA2,GLI2,MSX2,WHSC1,KLF4,MTF2,RHOX6,ID3,ZFP428,REST,PURB,PHB,ZC3H7A,ERF,TET2,SATB2,ZFP296,AFF1,HNRNPK,TCF7L2,ZFP532,ZBTB44,ELF2,ETS1,JUN,BMYC,POU4F2,TFEB,DDIT3,SALL4,ZFP462
0.0,0.0005593983509132351,0.0002091324925015403,0.004567665928899598,0.006451867169328444,0.006451660694925226,0.0035900677474841984,0.0018923165039724833,0.0,0.0008836584851693377,0.002586568994800132,0.0010885575198073781,0.0028990197183009006,0.0007155976982256215,0.00309261590749315,0.0011899566211324222,0.003351722024295161,0.0007461797511181326,0.0023161587251624635,0.002925091056928928,0.0006498106879929896,0.0016836085071161092,0.0,0.00044954700379255114,0.0001973362833048338,0.000460642013816584,0.0019359389545869493,0.001395991011922098,0.0017168933669419253,0.0030264403686026085,0.0031806574087472964,0.0011035762919169093,0.0003400155115281002,0.0028334967590005165,0.0015100239904580794,0.000154629856558966,0.0022229543118239513,0.0023558336057232857,7.124301124123572e-5,0.00019496840571849722,0.005333344255407581,0.001237898851226018,0.0013246931054112163,0.002200578070868431,0.0014274405464282831,0.00040964415642022467,0.005006302765085669,0.0020572362993454447,0.0014630717281110678,0.0001377161045317335,0.0005517713878439544,0.0033375595224185255,0.0,0.002767976757306053,0.0030839510192218478,0.0010272184962193884,0.0021709224645333723,0.0007187803412676795,0.0002443284908757136,0.0023680245931888867,0.0,0.0,0.002947840785561179,0.0028454820178974542,0.00011135782859460902,0.0005552860185921334,0.0006068941919335664,0.001912896083591735,0.005836057066206945,0.000449255359554198,0.0004506679322888625,0.0009926286828114382,0.0,0.0018659440236923897,0.0,0.0033549439437882515,0.003177988609820697,0.000597644218068797,0.004132735931667356,0.002223806266990709,0.0013407917445017598,0.00042123752974916606,0.00033758707555047937,6.560612453604397e-5,0.000495286370078285,0.00022539362266436533,0.0003774897582030194,0.002528357974375152,0.001654910282027515,0.0016075334072717141,0.0,8.33557261465008e-5,0.0011696378554785607,0.003035200969255667,0.0018568061717940537,0.00014715785573538032,0.0008882113080414845,0.001346557680040262,0.0023381952115985073,0.0006346192089082756
0.004233817009271879,0.0,0.00032071245246437577,0.003729955130262353,0.0027616991904762453,0.005975193596724996,0.0012304242538964012,0.0012237138769245863,0.004086260143964033,0.0009384222779659744,0.0014632839205597735,0.001906428080633217,0.003969338518487003,0.00530077150165929,0.0033555661643791188,0.002103933307621493,0.0005208188202888465,0.0021299129421221315,0.002306404093013366,0.0011405605376088347,0.0008034696446594727,0.001214875142399218,0.0,0.002127133805187014,0.0001544878699874276,7.954626663325345e-5,0.0003226402630469964,0.0013437238252257712,0.00046497006731914883,0.006357595967431618,0.003472876341394853,0.0013593102228460427,0.0,0.0011648107710920848,0.0007372220996520185,0.0010067481223238126,0.0019051057124921944,0.0009475300056129565,0.0,0.00030279634256141774,0.0022233491327925126,0.00012657918999849777,0.0009032793928038796,0.0005352973282984237,0.0,0.0,0.0031156907339429003,0.0017471761046700257,0.0002194046354875752,0.0033869226442353843,0.0,0.00021080184267052368,9.704507418108882e-5,0.000962241744496304,0.0022443543090701554,0.00037273026374479157,0.002079216300766632,0.0001832059422195234,0.00011446340110405837,0.0004266861918518737,0.0,0.0,9.382980917822456e-5,0.0038447107442480567,0.00014429053274695944,0.0,0.00010386450289063057,0.0003486424221345909,0.0049832060700967275,0.0,0.0015884437002937485,0.0,0.0,0.0002882105310000639,0.0,0.0056270101089944576,0.0017743739259602036,0.0,0.0005979964195746458,0.0010755305435641918,0.0,0.0,0.0009058419147289914,0.0,0.0,0.00025277455165546164,0.0005578752484270144,0.0001934158699795907,0.00018544073022486868,0.0060625530622824275,0.00013518202715981018,5.436816363094468e-5,0.0,0.00028443839583247935,0.0,0.0,0.0002103424317087023,0.0002606717555479997,0.002004407014962413,0.001270258574751184
0.0026982551376536594,0.0001590435872349978,0.0,0.0025370955705350494,0.004944322871549344,0.003726441847376024,0.0013541793968867184,0.0007217830396778376,0.0,0.001131033433767692,0.003254918911482517,0.0,0.0014466526174207947,6.992045253982962e-5,0.0011764330080937316,0.0012598717724730223,0.00012954229882956164,0.0,0.0003193314364129986,0.0010330884938325388,0.0,0.000566455596390663,0.0,0.0005252091743726157,0.0,0.000561418169624732,0.00023333114007471553,0.0030901969754326894,0.0008242916443746903,0.0,0.0012389985659425895,0.0,0.0003935957962493651,0.00010925922001646382,0.0,0.0,0.0006410458144656232,0.0,0.0,0.0,0.003088838984964648,0.0,0.0003545882882024301,0.0003916860551675394,0.0,0.0,0.001438599361203434,0.0013644060321260608,0.002347817381594553,0.00107315465698413,0.0,0.0004501271950448221,0.0,0.0011364395581103214,0.00020819220987820797,0.0,0.00040449242033996705,0.0,0.0,0.005347004058987529,0.0,0.0,0.0009190676176710801,0.0012729465630192116,0.0,0.0,0.002460384040890131,0.0014167283620465931,0.0017841811085226797,0.0,0.0006727401919212374,0.0,0.0,0.0,0.0017654326844003636,0.0003691119663264755,0.0006469761245780359,0.0,0.0007979616923869982,0.002228832488947497,0.0009404892375471201,0.0,0.0,0.0,0.0,0.0002756515232268039,0.0011983608294145152,0.0009423006671760714,0.0,0.0010221025515423816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012472167026138237,0.003335963119544493,0.0
0.010653294419448883,0.006376737767244563,0.004789689688875335,0.0,0.008174742555126732,0.023350853857921818,0.008717305736866913,0.008741989955515787,0.005087055206311159,0.0043122196421717,0.01237244599101783,0.008428982874474602,0.01167908092055817,0.011898999052104346,0.017368102859073798,0.0052697688801795345,0.017832284455782495,0.004840972301786935,0.013065746233285516,0.014714007507061231,0.0045752822560529115,0.008864753809826414,0.0013267744014547576,0.0022170910054060654,0.001996927232921348,0.0032058128810289986,0.009146956788510314,0.010740846538422087,0.004868302438763659,0.009544658988752206,0.01122416756397663,0.00503240796684706,0.002833257115429446,0.006003132439185325,0.009939532440147527,0.005026887627404154,0.008498809156051588,0.00607164704945495,0.0032274873875076347,0.005470764313782045,0.013872176965081705,0.00812036332739072,0.006632897552827546,0.0059011350596580026,0.008007523392620484,0.005375966123594467,0.005202512987981932,0.009297291894023837,0.00550008802511677,0.005527951067166029,0.0011684385137811053,0.008611554897861109,0.0014643354652739936,0.013744777880889996,0.008040341976245462,0.00898540139693596,0.01101344594041856,0.007261010865061514,0.0005391100627697189,0.009594025422972576,0.0016647938751259278,0.004577131387213704,0.013947684659771638,0.013390493686960495,0.002695306351274452,0.0034785065460572855,0.006229441901767118,0.006440892392489701,0.012085849217396468,0.005670600893509702,0.001724642870586185,0.011008157691791112,0.004395561289535627,0.004789144757073181,0.001029785717879976,0.009388568637188458,0.016670608094259316,0.004917069208200085,0.01907694412737099,0.013268007437204094,0.00435263791231677,0.0055801805502751455,0.007972489019240924,0.0035304171298730994,0.0035173856036792815,0.010774973536039682,0.0077684658224684705,0.009004360163227917,0.006520419705209477,0.0094889631591575,0.0011331906893316604,0.00352951901413014,0.0031465950282258542,0.00714719198560914,0.010375459584398512,0.00504097346818801,0.00832237885877211,0.009813286879235387,0.00795489509295734,0.006198037980084892
0.004207409907476173,0.0004885204554886009,0.001980302769915763,0.0036765023405814605,0.0,0.007639763718567522,0.001238666005572122,0.0033163771590628242,0.0,0.0015340506123601196,0.0029658008267912477,0.001721283940174543,0.0015464389243727249,0.0018963038418993543,0.0021610383363525956,0.0011777243170841625,0.005225856500358211,0.0006008282083250702,0.001646247318343761,0.004739015699495586,5.2282241705739474e-5,0.00013192529802217787,0.0,0.0007006995236987744,0.0,0.0,0.0006554672646637456,0.004196965187455142,0.0023035934045125862,0.002107214306235207,0.00361902907700282,0.0016977428567113186,0.0005195423358400168,0.001340177814401558,0.0011131440115233551,0.0,0.0008519663242351275,0.0008204875191600257,0.0,0.0005068532172065841,0.006914832254003075,0.0009701355927233084,0.0019366963204788014,0.0009305731707627482,0.0,0.0009169731925384103,0.002885341013598306,0.003917760586242144,0.002014429269878177,0.0016829341297754617,0.0008344527591936171,0.00217928345865823,0.0001421553202841236,0.002948028961230798,0.0025685947046898243,0.0008702610885239423,0.00013088029872734136,7.03231314882237e-5,0.0,0.004462172428467838,9.472450419173786e-5,0.0004002851913737608,0.002455689945464641,0.004516801774543187,0.000718385261197118,0.0012411989796607507,0.0007132036167510139,0.001979737511896725,0.0020793864268448155,0.001090849003536551,0.0013841511990166262,0.0,0.0,0.0009813163695155322,0.0,0.0010709258393659694,0.0023751259096451566,0.0005149963301033511,0.003468363529565307,0.0007877522350929617,0.0024546027285838497,0.00010025540863112595,0.002128712753568889,0.0006434881593148679,0.00123251566275814,0.0016156928573098535,0.0006300400841497619,0.0034584581026430583,0.0005512177837992023,0.0033653891328308226,0.001218331715414852,0.0009452024200607458,0.0,0.0021588403473870553,0.00018890354025675668,0.001433646218359605,0.0,0.0028312761534181087,0.0036873385557338566,0.002875231081226913
0.00998006713714766,0.003626529248223931,0.005754426026106551,0.011127187209351973,0.014009593864483489,0.0,0.009219833654188426,0.011700559838261595,0.0013565999299927078,0.00414148484726443,0.007555609684925264,0.003440364238496047,0.005158317158800059,0.0029956163090985345,0.0130519579383814,0.00653162554039775,0.006281221798530721,0.005782795990721543,0.0071145552477480355,0.010323068898295134,0.001976444115154588,0.005890521909770314,0.0008933209784000168,0.0026037792302588646,0.002090142740489676,0.0036590573863199624,0.007005563143139822,0.014622114422682759,0.004614396099990068,0.011923572273946168,0.005203061711343129,0.009614566613296929,0.0051533319397242434,0.00973083021047852,0.008059779897647102,0.0008903419127517694,0.011833046805230254,0.00786720408965411,0.0008113132632932805,0.007871904283393995,0.012179715257681783,0.009601179381534361,0.007532317499828498,0.008807191967093574,0.0031267911382000663,0.00388315698021564,0.00927373899391373,0.009798612943317877,0.0047587529006038465,0.00794557370316461,0.0067905749671528515,0.007582900303828223,0.0023987591799249468,0.00786438052179866,0.008775988061690023,0.00887095015569073,0.008462534763359644,0.0036277290096914973,0.0037746520849308574,0.007381646082452398,0.004439794532369468,0.0009551233320482314,0.012457089099779144,0.01006281382002273,0.002289216841949243,0.004811147904914496,0.0022338170471977448,0.004163547068148674,0.013871135285357893,0.0025939683959389746,0.003455637959492889,0.002592857789151023,0.002768465570496651,0.00553466068458814,0.0011637809237173141,0.012362442100094701,0.015031873493951447,0.007090999948133159,0.011462053463335144,0.006832189040365377,0.008887129194617465,0.005246008671667739,0.0055054270832690655,0.0036489872019233593,0.006733063035342376,0.003658733933064734,0.005559829526442583,0.009811206873713119,0.007110762477132226,0.007216171955311025,0.0005476792625100334,0.0043240430287819175,0.0033613865165089823,0.010832649042764927,0.006350364035389012,0.003696358629599987,0.006486266013254038,0.009134216693131372,0.008695930028692216,0.0075167219522925995
0.006094094648610961,0.00020434314400885958,0.0018041380904698472,0.003492003090523454,0.01402930823761683,0.011644056195033416,0.0,0.0025500383659803477,0.00025436124847161637,0.002005567597011367,0.0025483162145651245,0.001389367995260779,0.0025884853104473256,0.0012380789543049026,0.006735585700394096,0.005610986128302506,0.0014404160402082013,0.0,0.005202879641208514,0.0036247653098866635,0.0009434675717383371,0.0018034110443756676,0.0004812795811229252,0.0005872851418496257,0.00046476357635316656,0.0004876381281702369,0.0026859699347449965,0.006153803289768358,0.0032673488122753926,0.002829320545111022,0.002198009144848797,0.0019106050118331448,0.0011260432659165875,0.0022689985828636162,0.0028389341150913787,0.0,0.003626130007278759,0.0015138973492374516,0.0,0.001351988065068966,0.010479231135553841,0.001772788950536116,0.004821378469642205,0.0013408156388338872,0.0015904875564349136,0.0026768962178324446,0.00732195345130893,0.0052487121049519005,0.002821006371908529,0.0017738458703989678,0.0019217728060414475,0.0022865276589915592,0.0017224428470171207,0.0018276579679246466,0.0021587534276093848,0.00040256898452313214,0.0011966855048651075,0.0,0.00041288641626418057,0.0038432648876873116,0.0028285701911371537,0.0,0.004424882336272893,0.005847628037390744,0.002009279933038066,0.001735555989454466,0.0012167924528512022,0.0016835395956545304,0.0050360179847465,0.002636542117027553,0.0046698941397255965,0.000921200843055605,0.00010279082317887767,0.00479696480680462,0.0006219056931672934,0.0035064245138765257,0.004941602538072857,0.002298312190980912,0.0065132501933728645,0.0016056142285796292,0.00350291364403341,0.0008590454596831068,0.0038219269158251724,0.0004098524115123056,0.0030277087970110687,0.002116504470915232,0.0011583917260356465,0.006905129885866567,0.0015066124240290697,0.0023066071559197827,0.0,0.0025018014582020194,0.0,0.0013153432401729788,0.0015008516730103012,0.00012543119643285833,0.0007068627689740745,0.0027572977152123396,0.003340935057739039,0.0024456759750486126
0.0029553828223633574,0.0015171327156609966,0.0008718086023318215,0.004865495142049463,0.010349326510244557,0.009114776792785832,0.004703598044567901,0.0,0.0,0.00283410828051767,0.002830216426376115,0.0006363124066473234,0.0002941606552710266,0.0016869988217976493,0.006553138427638491,0.002155932818483218,0.0031712418974935846,0.0,0.004764573946254871,0.0032133118023507726,0.002004117886510632,0.001518101653503575,0.00048043542669975667,8.093881543501033e-5,0.0006235151713459702,0.0019604442327974883,0.004239222814450248,0.0010475436715141305,0.003819970477482646,0.0019192479713292798,0.0015788358459198765,0.0019039600174767246,0.0025241724445574584,0.0025217538932986797,0.002957423666029413,0.00015500842976828855,0.005510090300323352,0.0016992890917093238,0.00012498298446995265,0.0009762492303089509,0.005273217830058425,0.0018572125146592115,0.007108629653457307,0.0043605341851909,0.0014789203068174689,0.0009030895553157892,0.00593280681752811,0.0027139951013843526,0.001215767674047491,0.0011565044676834814,0.0017095060870537249,0.0016053520090992986,0.0006032461579723696,0.0029644242815961112,0.0011101446727208135,0.003106902190028061,0.0019121326813105917,0.0,0.0008263751453514608,0.004423608180766269,0.002462114268527195,0.0,0.003407021353379027,0.005134123737124203,0.003320086632215044,0.0006970424694650867,0.0007053820587085494,0.004010743524789872,0.004967850904976853,0.00015030830325588398,0.0014332481469666904,0.0004149137457992967,0.00031069170417408545,0.00425692951373545,0.002533297625053412,0.0031849166131590126,0.005829314597528116,0.0004822853294806431,0.004967883744547697,0.005617791779377608,0.001943129901097157,0.0017583077935781274,0.0009138907494649143,0.00038933025945381977,0.002925220333531882,0.0002516711044797462,0.0007661008990780607,0.003828337356831961,0.0021287553443056356,0.0008892515435800739,0.000417045411712013,0.0003985866469467282,0.0005943129976606135,0.0032743885836915357,0.002610549855730726,0.0001457826882066901,0.0028767955141050794,0.0028353067149195464,0.009799741736712608,0.0013185038879001618
0.0011683426910751617,0.002708030833704248,0.00027257533685104765,0.0029241947499615006,0.0017764010442373017,0.003577235813787296,0.0016001070459906348,0.00030398082007876415,0.0,0.0,0.0017297518048489322,0.0015167917556340171,0.004443820358847661,0.0003652941162933382,0.0012208349450236987,0.0,0.0034101811633777783,0.0,0.0,0.0026797553408015734,0.0,0.0,0.0,0.002546751427326289,0.0,0.0,0.0014951335182964674,0.0014240430351323205,0.0,0.0021923294442363697,0.0009743078528976698,0.00013547753485144975,0.0,0.00012666632922109927,0.00055292141999079,0.0016695918617909318,0.0009446960218939919,0.00038618349476639627,0.0,0.00033134522204144104,0.00296968880085589,0.0,0.0,0.00028165718348675817,0.001725417233254943,0.00021238435176025236,0.0016609629676016674,0.0014706565071360492,0.0004965531371581081,0.0024572863731495004,0.0,0.0002712621291739749,0.0,8.495214983352331e-5,0.0010007708571916248,0.0,9.91697911273473e-5,0.0,0.0,0.0,0.0,0.0,0.0006980797402183769,0.0016696308300760097,0.0,0.0,0.001093530571009263,0.0004870052534662675,0.0023646197469334856,0.001591653324354559,0.0008690613616089311,0.0,0.0,9.46211804493495e-5,0.0,0.0016653409996901791,0.0011692643696159973,0.0,0.00018238387362761593,0.002037598248315585,0.0001465194120822723,0.0,0.00010930441073898206,0.0,0.00031865723246353103,0.0,0.00037561155273711094,9.639063981584095e-5,0.0,0.0016275647154765614,0.0,0.0,0.0,0.002465615342882997,0.0,0.0,0.0,0.000834879858315634,0.0,0.00034270977214617693
0.0006158631391093329,0.0,5.752767744791887e-5,0.0016425476682267702,0.006532210327617648,0.002284907365964029,0.0020365621293200464,0.0008986854426973889,0.0,0.0,0.0027186525865336465,0.0003535450504283215,0.0008955544996138917,0.0,0.0030273022072270957,7.768913972824865e-5,0.002976293775017385,0.0,0.001702397087908633,0.0005542672241563018,0.0019877491380264137,0.0021472638477342473,0.0,0.0,0.0,0.0005854529526852954,0.0,0.000263736604445744,0.00024404402261249403,0.000536612151232508,0.0014689437061242462,0.0001189328341755988,0.002347836162396054,0.0006382168748952644,0.000522620033801123,0.0,0.001381787786887547,0.00010901319181918362,0.00032160619079003513,0.0,0.0022232309522439535,0.0,0.0017258293633560101,0.003192541529200111,0.0,0.0,0.0026132199746745355,0.0004059736665900128,0.002021022391834007,7.944437603027085e-5,0.0,0.0011242009398969646,0.0,0.002805452160990443,0.00016814559044909388,0.0002943744638092237,0.0004628917985384541,0.0,0.0,0.0021132952198805975,0.0,0.0,0.0012150881672198452,0.0,0.0,0.0,0.001884846438253266,0.0019629370134069887,0.0008712187257591819,0.0,0.0,0.0,0.0,0.0004574132389652992,0.0013866613152767708,0.00040310514898191444,0.0006896457635142822,0.0,0.000999387073389476,0.002668182018397386,0.004212287227114173,0.0005046361059797243,0.0,0.0,0.0,0.0,0.0,0.00040563646972577305,0.0006364868345748072,0.000396250116095509,0.0,0.0,0.0,0.0002065466057432179,0.00039432496805300726,0.0,0.0,0.0,0.005186459187367747,0.0
